Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress Score®,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Trail Running,2023-08-17 19:21:52,false,"Howard County Trail Running","5.13","563","00:48:04","157","176","158","175","9:22","7:51","249","279","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:01:12.8","6","87.8","00:47:48","00:49:56","331","491"
Trail Running,2023-08-15 19:12:36,false,"Howard County Trail Running","6.03","677","00:57:28","157","174","158","173","9:32","7:07","305","302","1.07","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:00:16.1","7","87.8","00:57:23","01:02:30","287","482"
Trail Running,2023-08-13 09:28:34,false,"Howard County Trail Running","10.00","1,094","01:35:58","154","171","159","173","9:36","7:44","476","436","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:00:02.3","11","91.4","01:35:38","01:39:06","289","497"
Trail Running,2023-08-10 18:39:39,false,"Howard County Trail Running","10.00","1,059","01:30:42","156","170","162","187","9:04","6:56","443","472","1.09","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:00:02.0","11","89.6","01:30:37","01:31:20","281","493"
Trail Running,2023-08-08 18:23:49,false,"Howard County Trail Running","6.56","689","01:00:29","154","172","158","228","9:13","7:40","305","262","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:05:32.3","7","89.6","01:00:22","01:04:24","306","494"
Trail Running,2023-08-08 18:19:41,false,"Trail Running","0.00","--","00:00:03.5","76","77","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","87.8","No","00:00:03.5","1","87.8","00:00:00","00:00:03.5","427","427"
Trail Running,2023-08-07 21:29:58,false,"Howard County Trail Running","4.01","460","00:39:32","156","171","159","172","9:52","8:19","220","243","1.03","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:00:03.0","5","89.6","00:39:24","00:39:32","367","428"
Trail Running,2023-08-05 19:23:59,false,"Columbia Trail Running","4.29","467","00:42:42","150","166","161","223","9:58","7:27","272","95","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:03:20.0","5","87.8","00:42:42","00:44:05","287","478"
Trail Running,2023-08-05 18:30:42,false,"Howard County Trail Running","6.22","563","00:49:05","154","171","172","186","7:53","6:17","213","351","1.19","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:01:47.7","7","87.8","00:49:03","00:50:00","270","491"
Trail Running,2023-08-03 19:21:18,false,"Howard County Trail Running","6.01","703","00:58:56","158","181","161","173","9:49","8:19","292","289","1.02","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:00:02.2","7","87.8","00:58:48","01:00:18","325","503"
Trail Running,2023-08-01 19:30:42,false,"Howard County Trail Running","6.01","662","00:54:29","160","178","164","222","9:04","6:58","292","312","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","75.2","No","00:00:03.3","7","86.0","00:54:27","00:55:47","317","495"
Trail Running,2023-07-31 20:27:09,false,"Howard County Trail Running","3.24","142","01:14:02","66","111","77","244","22:51","13:53","174","190","1.02","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:15:04","4","86.0","00:54:38","01:15:50","370","493"
Trail Running,2023-07-30 08:57:24,false,"Howard County Trail Running","10.02","1,210","01:39:27","160","181","161","197","9:55","7:30","459","446","1.01","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","75.2","No","00:00:11.8","11","86.0","01:39:14","01:40:25","284","495"
Trail Running,2023-07-28 08:19:39,false,"Prince George's County Trail Running","7.01","835","01:09:57","159","175","163","181","9:59","6:09","486","492","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","86.0","No","00:00:05.3","8","95.0","01:09:55","01:10:33","117","224"
Trail Running,2023-07-27 20:22:23,false,"Howard County Trail Running","4.01","475","00:40:09","157","177","162","169","10:01","8:17","184","220","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:00:02.8","5","89.6","00:40:03","00:40:12","366","428"
Trail Running,2023-07-25 18:16:24,false,"Howard County Trail Running","6.00","725","00:57:33","163","182","162","173","9:35","7:55","282","292","1.04","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:00:02.0","7","89.6","00:57:03","01:01:30","159","491"
Trail Running,2023-07-24 19:22:26,false,"Howard County Trail Running","5.01","620","00:51:19","157","177","161","175","10:15","8:21","282","453","0.98","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:00:03.4","6","89.6","00:51:15","00:51:19","222","491"
Trail Running,2023-07-22 10:00:03,false,"Howard County Trail Running","12.00","1,441","02:00:41","158","177","162","179","10:03","8:02","558","505","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:00:02.8","13","86.0","02:00:33","02:03:35","211","491"
Trail Running,2023-07-20 19:26:10,false,"Howard County Trail Running","4.19","404","00:44:41","128","156","157","183","10:40","8:26","230","190","0.96","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","87.8","No","00:01:55.3","5","89.6","00:44:38","00:46:07","381","493"
Trail Running,2023-07-19 19:43:10,false,"Howard County Trail Running","4.01","461","00:45:11","141","176","151","179","11:16","8:52","233","200","0.94","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","86.0","No","00:00:03.6","5","91.4","00:45:10","00:46:22","362","484"
Trail Running,2023-07-18 18:07:55,false,"Howard County Trail Running","6.00","704","00:59:22","158","179","164","175","9:53","7:54","299","295","0.99","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:00:01.8","7","91.4","00:59:19","01:01:42","324","497"
Trail Running,2023-07-16 09:11:38,false,"Howard County Trail Running","11.00","1,373","01:53:13","160","180","163","179","10:17","8:10","906","873","0.96","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:00:01.7","12","89.6","01:52:56","01:55:29","240","520"
Trail Running,2023-07-13 18:37:20,false,"Howard County Trail Running","5.02","546","00:47:39","153","175","165","181","9:29","7:36","243","194","1.03","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","87.8","No","00:00:12.2","6","91.4","00:47:37","00:48:33","330","497"
Trail Running,2023-07-11 18:02:31,false,"Howard County Trail Running","5.01","572","00:49:07","156","178","164","217","9:49","8:02","240","207","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:00:02.3","6","89.6","00:49:04","00:49:56","330","500"
Trail Running,2023-07-09 19:17:33,false,"Howard County Trail Running","4.00","375","00:49:32","117","165","147","244","12:22","8:41","269","249","0.88","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:00:02.4","5","86.0","00:49:28","00:49:50","359","482"
Trail Running,2023-07-08 08:06:59,false,"Howard County Trail Running","10.00","1,317","01:46:42","162","182","165","187","10:40","7:19","499","492","0.91","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:00:01.7","11","89.6","01:46:25","01:47:17","283","497"
Trail Running,2023-07-06 18:18:33,false,"Columbia Trail Running","2.26","254","00:21:00","159","174","165","179","9:17","8:02","167","23","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","86.0","No","00:02:36.1","3","89.6","00:21:00","00:21:30","331","495"
Trail Running,2023-07-06 17:50:39,false,"Howard County Trail Running","3.01","306","00:26:33","154","166","168","179","8:50","7:03","98","210","1.09","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","86.0","No","00:00:03.0","4","89.6","00:26:31","00:26:33","316","488"
Trail Running,2023-07-04 11:27:59,false,"Howard County Trail Running","4.00","431","00:38:36","149","171","167","179","9:38","8:13","180","207","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","87.8","No","00:00:01.9","5","91.4","00:38:35","00:38:36","358","500"
Trail Running,2023-07-02 09:41:55,false,"Howard County Trail Running","10.00","1,167","01:37:57","157","182","164","236","9:48","7:30","463","427","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:00:02.3","11","89.6","01:37:49","01:43:29","285","505"
Treadmill Running,2023-06-30 12:25:33,false,"Treadmill Running","4.00","445","00:41:47","146","164","160","179","10:26","8:24","--","--","0.96","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:00:01.7","5","87.8","00:41:44","00:44:51","--","--"
Trail Running,2023-06-29 07:51:19,false,"Prince George's County Trail Running","1.42","131","00:24:36","98","118","109","161","17:18","2:47","59","62","0.86","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:07:22.4","2","82.4","00:23:41","00:27:19","161","206"
Treadmill Running,2023-06-28 21:40:26,false,"Treadmill Running","3.00","381","00:32:44","155","176","158","168","10:54","8:54","--","--","0.93","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:00:02.1","4","86.0","00:31:54","00:33:40","--","--"
Trail Running,2023-06-26 18:30:02,false,"Howard County Trail Running","4.00","487","00:40:37","157","176","161","209","10:08","8:21","256","184","0.98","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:00:01.8","5","91.4","00:40:24","00:42:18","405","1,028"
Trail Running,2023-06-24 19:08:49,false,"Howard County Trail Running","6.01","736","00:58:33","164","183","166","181","9:45","8:04","305","315","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:00:02.5","7","87.8","00:58:31","00:58:39","322","490"
Treadmill Running,2023-06-23 20:01:35,false,"Treadmill Running","3.28","376","00:33:28","149","171","152","171","10:12","8:38","--","--","1.03","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:04:34.3","4","89.6","00:31:43","00:38:30","--","--"
Trail Running,2023-06-22 21:08:17,false,"Howard County Trail Running","3.46","248","01:08:28","87","107","107","152","19:49","17:25","184","187","0.76","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","86.0","No","00:09:38.6","4","91.4","01:08:27","01:08:28","377","428"
Trail Running,2023-06-20 20:42:27,false,"Howard County Trail Running","5.17","630","10:07:27","54","127","12","218","--","13:45","217","207","95.80","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:18:41","6","98.6","01:02:23","10:09:05","377","446"
Trail Running,2023-06-19 17:24:53,false,"Howard County Trail Running","5.32","585","00:52:32","151","173","163","178","9:52","8:36","243","226","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","86.0","No","00:03:05.6","6","89.6","00:52:31","00:57:55","325","501"
Trail Running,2023-06-18 11:46:50,false,"Columbia Trail Running","3.41","299","01:09:13","95","141","92","247","20:16","7:47","141","125","0.87","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","89.6","No","00:07:01.7","4","96.8","01:04:41","01:09:13","255","295"
Trail Running,2023-06-17 12:42:21,false,"Columbia Trail Running","2.01","156","00:34:10","95","110","113","127","16:59","14:49","220","95","0.84","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","87.8","No","00:00:12.0","3","91.4","00:33:59","00:34:10","372","506"
Trail Running,2023-06-17 11:55:55,false,"Howard County Trail Running","2.74","270","00:25:53","143","158","168","181","9:27","8:27","138","269","1.01","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:07:03.2","3","91.4","00:25:52","00:30:29","262","492"
Trail Running,2023-06-16 17:43:24,false,"Howard County Trail Running","4.86","467","01:14:04","107","154","120","245","15:15","9:11","305","292","0.88","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:08:59.7","5","89.6","01:03:25","01:17:49","373","510"
Trail Running,2023-06-15 18:42:09,false,"Howard County Trail Running","5.08","556","00:47:41","156","175","162","172","9:23","8:04","243","243","1.06","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:00:48.5","6","84.2","00:47:40","00:48:47","312","490"
Treadmill Running,2023-06-14 12:45:02,false,"Treadmill Running","4.01","423","00:37:36","153","166","160","170","9:22","7:26","--","--","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:00:07.5","5","87.8","00:37:20","00:40:13","--","--"
Trail Running,2023-06-13 18:30:36,false,"Howard County Trail Running","6.00","651","00:55:08","156","174","162","176","9:11","7:11","299","295","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:00:01.3","7","89.6","00:55:06","00:57:00","338","510"
Treadmill Running,2023-06-12 20:49:59,false,"Treadmill Running","4.02","480","00:38:51","160","183","156","168","9:41","8:36","--","--","1.06","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:00:30.3","5","87.8","00:38:28","00:38:53","--","--"
Trail Running,2023-06-11 09:31:06,false,"Howard County Trail Running","11.00","1,260","01:42:19","162","185","165","207","9:18","6:04","495","453","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:00:02.4","12","91.4","01:41:56","01:56:33","257","492"
Trail Running,2023-06-08 19:10:10,false,"Howard County Trail Running","6.00","605","00:58:15","144","159","164","177","9:42","8:11","285","308","1.01","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","75.2","No","00:00:02.0","7","86.0","00:58:06","00:59:07","323","491"
Treadmill Running,2023-06-07 13:59:45,false,"Treadmill Running","4.52","458","00:44:11","144","160","151","175","9:46","8:04","--","--","1.09","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:04:54.3","5","89.6","00:41:13","00:49:06","--","--"
Running,2023-06-06 19:23:07,false,"Howard County Running","5.01","513","00:47:36","149","174","162","223","9:30","7:58","269","285","1.05","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:00:02.4","6","87.8","00:47:35","00:48:02","402","532"
Treadmill Running,2023-06-03 11:00:08,false,"Treadmill Running","5.09","553","00:47:59","152","169","156","169","9:26","8:07","--","--","1.09","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:00:47.7","6","87.8","00:47:18","00:53:23","--","--"
Treadmill Running,2023-06-02 18:03:32,false,"Treadmill Running","4.60","476","00:42:33","149","168","153","166","9:16","8:19","--","--","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","84.2","No","00:05:44.3","5","87.8","00:41:54","00:45:14","--","--"
Trail Running,2023-06-01 18:52:24,false,"Howard County Trail Running","10.04","973","01:33:31","147","165","159","187","9:19","7:47","518","413","1.09","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","82.4","No","00:00:20.2","11","93.2","01:33:27","01:38:07","419","741"
Treadmill Running,2023-05-31 11:41:42,false,"Treadmill Running","5.70","730","01:09:42","152","175","130","241","12:14","6:36","--","--","1.00","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:08:42.6","6","86.0","00:55:03","01:16:10","--","--"
Trail Running,2023-05-30 18:06:44,false,"Howard County Trail Running","4.86","517","00:44:22","155","171","161","229","9:08","7:45","276","276","1.09","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","78.8","No","00:07:55.6","5","89.6","00:44:17","00:45:16","355","497"
Trail Running,2023-05-29 14:42:50,false,"Frederick County Trail Running","3.82","387","01:30:15","95","133","89","159","23:37","17:38","292","269","0.77","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","89.6","No","00:17:44","4","98.6","01:25:27","01:40:06","224","332"
Trail Running,2023-05-29 14:06:49,false,"Frederick County Trail Running","0.94","103","00:22:52","91","118","88","114","24:14","18:12","144","75","0.75","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","89.6","No","00:22:52","1","96.8","00:20:47","00:24:15","237","310"
Trail Running,2023-05-28 10:26:42,false,"Howard County Trail Running","6.01","688","00:54:14","164","180","159","172","9:02","7:30","282","292","1.12","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","73.4","No","00:00:02.3","7","80.6","00:53:59","00:55:49","84","497"
Trail Running,2023-05-26 16:53:16,false,"Howard County Trail Running","6.01","702","00:55:05","163","179","156","166","9:10","7:36","289","285","1.13","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:00:02.5","7","84.2","00:55:01","00:55:59","324","497"
Trail Running,2023-05-25 18:42:51,false,"Columbia Trail Running","10.00","1,024","01:34:46","149","167","156","179","9:28","7:49","387","486","1.09","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","71.6","No","00:00:01.7","11","80.6","01:34:35","01:35:04","325","553"
Trail Running,2023-05-25 18:32:21,false,"Howard County Trail Running","0.88","107","00:10:10","143","154","157","163","11:33","8:17","92","30","0.88","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","77.0","No","00:10:10","1","84.2","00:08:14","00:10:10","316","393"
Treadmill Running,2023-05-24 06:00:10,false,"Treadmill Running","4.50","471","00:41:55","152","167","158","166","9:19","8:47","--","--","1.10","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","75.2","No","00:04:50.6","5","87.8","00:41:30","00:41:55","--","--"
Treadmill Running,2023-05-23 06:21:06,false,"Treadmill Running","4.58","509","00:43:42","155","173","156","166","9:32","8:30","--","--","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","73.4","No","00:05:29.5","5","84.2","00:42:56","00:43:42","--","--"
Trail Running,2023-05-22 13:43:57,false,"Howard County Trail Running","4.42","513","00:42:41","157","175","155","169","9:40","8:00","249","249","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","80.6","No","00:03:49.3","5","87.8","00:42:34","00:43:01","381","491"
Trail Running,2023-05-21 18:46:42,false,"Howard County Trail Running","6.21","683","00:59:45","153","172","155","170","9:37","8:10","285","305","1.08","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","75.2","No","00:01:52.6","7","89.6","00:59:35","01:02:36","317","495"
Trail Running,2023-05-21 18:27:44,false,"Trail Running","0.00","--","00:00:01.7","70","71","--","--","--","--","--","--","NaN","NaN","NaN","NaN","0.0","NaN","NaN","NaN","NaN","NaN","89.6","No","00:00:01.7","1","89.6","00:00:00","00:00:01.7","430","430"
